DRS;DRS_1;GVE;_1;Região de Saúde;Região de Saúde_2;município;Janeiro;Janeiro_4;Janeiro_5;Fevereiro;Fevereiro_6;Fevereiro_7;Março;Março_8;Março_9;Abril;Abril_10;Abril_11;Maio;Maio_12;Maio_13;Junho;Junho_14;Junho_15;Julho;Julho_16;Julho_17;Agosto;Agosto_18;Agosto_19;Setembro;Setembro_20;Setembro_21;Outubro;Outubro_22;Outubro_23;Novembro;Novembro_24;Novembro_25;Dezembro;Dezembro_26;Dezembro_27
;;;;;;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;;Notificados ;Confirmados;
;;;;;;;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados ;; autóctones ; importados 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;TAUBATÉ;33;TAUBATE;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;352720 Lorena;335;153;0;1463;1123;6;2904;2575;23;2740;2647;6;1235;1190;7;103;95;0;13;6;0;4;1;0;9;5;0;13;8;1;59;16;0;70;19;0
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;352725 Lourdes;7;0;0;20;0;1;16;3;1;30;6;0;17;5;0;39;17;2;39;22;3;40;16;0;22;2;1;5;2;0;3;0;0;34;11;1
7;CAMPINAS;17;CAMPINAS;35073;JUNDIAÍ;352730 Louveira;36;13;4;134;66;6;371;250;5;684;490;6;614;521;6;167;132;2;44;17;2;57;19;0;51;10;1;33;10;0;26;7;0;35;9;0
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;352740 Lucélia;33;3;0;79;3;0;54;3;0;34;7;0;14;2;0;14;3;0;13;2;0;13;3;0;9;1;0;13;1;0;15;0;0;10;2;0
6;BAURU;15;BAURU;35062;BAURU;352750 Lucianópolis;3;3;0;30;30;0;18;18;0;17;17;0;26;24;2;1;1;0;0;0;0;2;2;0;1;1;0;1;1;0;0;0;0;1;0;1
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35132;AQUÍFERO GUARANI;352760 Luís Antônio;11;6;2;38;26;0;90;69;7;178;131;36;66;50;2;19;18;0;28;18;5;19;10;6;13;4;0;2;0;0;1;0;0;1;0;0
2;ARAÇATUBA;11;ARACATUBA;35023;CONSÓRCIOS DO DRS II;352770 Luiziânia;0;0;0;7;3;0;14;10;0;19;15;0;18;15;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;352780 Lupércio;5;2;0;31;5;0;31;15;0;49;32;0;40;34;1;12;7;0;0;0;0;0;0;0;6;0;0;9;2;0;5;0;0;0;0;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;352790 Lutécia;4;0;0;16;1;0;12;0;0;26;10;2;45;18;3;27;18;1;10;3;0;9;5;1;3;0;0;1;0;0;1;0;0;0;0;0
6;BAURU;15;BAURU;35062;BAURU;352800 Macatuba;21;15;2;79;57;14;215;194;15;430;385;35;450;364;82;150;128;19;11;11;0;6;4;0;0;0;0;1;0;0;1;0;0;1;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;352810 Macaubal;9;0;1;9;0;1;12;1;0;20;2;0;22;9;0;12;2;3;7;1;0;12;0;5;10;0;0;6;2;0;27;12;1;95;56;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;352820 Macedônia;3;0;0;2;0;0;8;1;2;4;1;1;14;7;1;17;12;0;17;13;1;12;5;0;2;2;0;4;2;0;5;5;0;15;15;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;352830 Magda;0;0;0;9;0;0;4;1;0;15;3;0;12;3;0;7;0;0;6;2;0;2;1;0;2;0;0;4;0;0;1;1;0;9;3;0
16;SOROCABA;31;SOROCABA;35163;SOROCABA;352840 Mairinque;20;4;0;185;54;1;551;323;2;1163;653;1;934;631;0;212;133;0;58;37;0;45;19;0;27;11;0;14;2;0;26;8;0;21;7;0
1;GRANDE SÃO PAULO;9;FRANCO DA ROCHA;35012;FRANCO DA ROCHA;352850 Mairiporã;309;88;4;1479;1192;3;3701;3318;6;3346;3130;2;1923;1881;2;425;411;3;131;102;0;99;7;0;106;5;0;77;6;0;45;1;0;12;3;0
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;352860 Manduri;98;34;1;430;127;3;512;310;5;476;337;3;494;321;2;82;48;1;7;3;0;4;0;0;6;0;0;1;0;0;3;1;0;1;0;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35114;EXTREMO OESTE PAULISTA;352870 Marabá Paulista;6;1;1;18;2;0;35;13;0;23;2;0;46;19;0;24;3;0;7;2;0;0;0;0;4;0;0;5;2;0;1;0;0;1;0;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;352880 Maracaí;11;0;2;86;34;8;152;92;15;350;221;10;397;277;9;121;82;6;13;7;0;7;3;3;2;0;0;8;3;2;12;6;2;5;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;352885 Marapoama;2;0;0;24;1;1;29;3;2;21;1;4;31;15;6;19;5;1;23;18;1;6;3;0;4;2;0;6;1;0;4;0;1;9;1;1
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;352890 Mariápolis;6;0;0;28;1;0;25;0;1;35;2;0;13;3;0;10;1;0;8;0;0;1;0;0;1;0;0;15;5;0;9;1;0;5;1;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;352900 Marília;1.735;1.013;6;3574;1733;8;4126;2154;16;3813;2123;17;3324;1983;7;1325;518;0;523;168;0;305;55;1;312;43;1;366;58;3;516;125;0;1072;302;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;352910 Marinópolis;13;6;0;31;6;0;20;2;0;14;4;0;52;38;0;39;20;1;14;5;0;2;1;0;2;2;0;2;1;0;4;4;0;23;8;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;352920 Martinópolis;15;2;0;62;19;2;59;19;0;63;23;1;38;26;0;28;11;0;16;12;0;15;5;0;33;26;1;14;6;0;25;13;2;32;21;0
3;ARARAQUARA;12;ARARAQUARA;35033;NOROESTE DRS III;352930 Matão;89;28;1;436;87;10;794;264;8;1339;519;12;2000;813;7;1150;235;0;422;135;2;264;111;1;204;76;0;291;118;0;367;154;2;891;554;3
1;GRANDE SÃO PAULO;7;SANTO ANDRE;35015;GRANDE ABC;352940 Mauá;389;128;34;1851;902;24;3835;2795;35;3739;3091;31;3526;3107;23;1249;1034;6;316;197;4;178;23;0;150;15;0;117;16;1;82;7;0;93;7;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;352950 Mendonça;19;4;2;25;5;0;76;21;3;182;84;10;308;219;5;131;73;4;59;19;4;32;9;0;23;0;0;12;1;0;48;15;0;153;55;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;352960 Meridiano;5;0;0;12;1;2;26;12;0;46;32;0;75;46;0;90;76;1;104;83;0;82;60;0;27;21;0;25;19;0;19;11;0;40;25;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;352965 Mesópolis;0;0;0;5;3;0;41;21;1;95;36;0;145;83;0;76;29;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
8;FRANCA;18;FRANCA;35083;ALTA MOGIANA;352970 Miguelópolis;3;2;0;11;9;0;2;2;0;6;4;0;6;5;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0
6;BAURU;15;BAURU;35064;JAU;352980 Mineiros do Tietê;76;47;3;626;497;23;1513;1209;81;671;550;4;216;148;0;35;19;0;10;3;1;6;1;0;4;0;0;1;0;0;5;1;0;7;2;0
12;REGISTRO;23;REGISTRO;35121;VALE DO RIBEIRA;352990 Miracatu;16;2;0;82;14;0;183;52;2;152;35;1;109;26;1;12;1;0;3;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;353000 Mira Estrela;8;0;2;12;9;0;36;5;0;24;5;0;32;13;0;18;8;0;16;7;0;15;6;0;19;13;0;51;15;0;93;30;0;256;63;0
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;353010 Mirandópolis;56;22;1;97;33;0;110;46;0;88;30;0;59;35;0;59;30;0;67;30;0;58;19;0;57;16;0;68;16;0;64;18;0;93;42;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;353020 Mirante do Paranapanema;12;0;0;52;1;1;73;4;0;32;4;0;31;6;0;17;2;0;6;1;0;5;0;0;21;0;0;13;0;0;12;0;0;22;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353030 Mirassol;95;17;0;303;62;0;336;56;0;545;129;0;793;215;2;521;103;0;330;73;0;176;39;0;220;32;0;279;80;1;300;93;0;424;194;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353040 Mirassolândia;9;4;0;33;16;0;65;28;0;64;30;1;50;39;0;14;13;0;5;4;0;10;6;0;8;5;0;5;3;0;2;0;0;25;13;0
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35143;RIO PARDO;353050 Mococa;210;134;0;846;505;2;1951;1012;15;1530;1059;6;820;669;2;86;70;0;36;24;1;14;6;0;17;3;0;1;0;0;15;3;0;8;0;0
1;GRANDE SÃO PAULO;8;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;353060 Mogi das Cruzes;468;263;55;3378;1908;74;8004;5382;129;8895;6174;100;5656;4167;44;960;644;10;204;83;0;129;76;1;147;55;0;155;89;0;136;81;0;110;67;1
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35141;BAIXA MOGIANA;353070 Mogi Guaçu;365;54;0;1314;183;7;880;457;9;1667;966;8;2592;1917;20;1778;842;8;768;271;1;530;97;0;554;85;1;822;276;2;1123;672;2;807;771;2
14;SÃO JOÃO DA BOA VISTA;26;SAO JOAO DA BOA VISTA;35141;BAIXA MOGIANA;353080 Mogi Mirim;161;37;1;330;266;4;598;457;104;1032;852;126;1438;1080;309;833;722;55;354;310;22;170;147;5;126;96;4;190;114;9;198;72;20;20;11;0
10;PIRACICABA;20;PIRACICABA;35103;PIRACICABA;353090 Mombuca;3;1;0;15;4;0;16;8;0;69;50;0;41;30;0;15;10;0;2;0;0;3;0;0;1;0;0;1;0;0;0;0;0;3;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;353100 Monções;2;1;0;2;0;1;6;2;0;5;0;0;5;1;0;1;0;0;2;1;0;0;0;0;1;0;0;1;0;0;1;0;0;23;17;0
4;BAIXADA SANTISTA;25;SANTOS;35041;BAIXADA SANTISTA;353110 Mongaguá;29;11;0;140;47;0;887;587;2;804;523;0;391;284;0;85;55;0;21;17;0;17;10;0;13;4;0;7;2;0;14;5;0;17;0;0
7;CAMPINAS;17;CAMPINAS;35074;CIRCUITO DAS AGUAS;353120 Monte Alegre do Sul;1;1;0;12;1;0;50;18;0;132;60;4;108;41;0;34;17;1;4;4;0;3;0;0;1;0;0;5;0;0;6;0;0;6;1;0
13;RIBEIRÃO PRETO;24;RIBEIRAO PRETO;35131;HORIZONTE VERDE;353130 Monte Alto;99;64;0;326;152;0;461;252;2;518;348;4;643;523;5;321;263;3;122;77;2;29;23;0;30;24;0;3;2;0;7;4;0;52;29;2
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353140 Monte Aprazível;17;5;0;55;12;3;70;10;0;98;12;7;75;25;1;56;25;1;33;8;2;36;13;0;49;13;1;34;4;0;42;9;0;58;18;2
5;BARRETOS;14;BARRETOS;35052;SUL-BARRETOS;353150 Monte Azul Paulista;311;262;7;202;159;3;162;143;3;75;70;2;70;61;3;35;32;0;9;7;0;0;0;0;1;1;0;1;0;0;2;1;0;7;6;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353160 Monte Castelo;7;1;0;18;1;0;36;7;0;17;4;0;5;1;0;8;4;0;0;0;0;0;0;0;0;0;0;1;1;0;8;1;0;3;1;0
17;TAUBATÉ;27;SAO JOSE DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353170 Monteiro Lobato;9;1;0;25;3;1;69;25;4;57;45;2;62;55;2;20;13;0;11;4;0;5;0;0;1;0;0;5;0;0;7;0;0;1;0;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;353180 Monte Mor;39;17;1;310;166;4;1140;936;37;914;766;7;866;747;19;318;259;1;57;44;0;32;20;0;36;12;0;8;4;0;7;0;0;7;0;1
8;FRANCA;18;FRANCA;35082;ALTA ANHANGUERA;353190 Morro Agudo;111;5;0;240;19;0;235;139;2;502;373;1;627;479;0;406;260;0;161;62;0;114;22;0;62;15;0;73;7;0;98;27;0;162;54;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;353200 Morungaba;27;9;1;104;22;1;199;75;1;412;193;3;417;210;0;145;46;0;28;10;0;11;3;0;4;0;0;1;0;0;4;2;0;7;0;0
3;ARARAQUARA;12;ARARAQUARA;35031;CENTRAL DO DRS III;353205 Motuca;2;1;0;5;0;1;21;7;0;12;3;0;24;2;0;8;1;0;7;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;353210 Murutinga do Sul;1;0;0;5;0;0;4;0;0;11;6;1;10;6;1;7;7;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;4;1;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;353215 Nantes;5;1;0;24;2;3;24;14;0;34;14;0;42;18;1;55;34;0;15;5;0;11;2;0;6;0;0;4;1;0;6;0;0;7;0;0
11;PRESIDENTE PRUDENTE;21;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;353220 Narandiba;10;0;0;30;0;1;28;3;0;28;2;1;20;4;4;11;2;0;9;4;0;5;0;0;9;1;0;17;1;0;16;0;0;3;0;0
17;TAUBATÉ;33;TAUBATE;35174;V. PARAÍBA-REG. SERRANA;353230 Natividade da Serra;6;0;0;24;1;0;73;24;2;78;42;1;41;34;0;20;13;0;10;2;0;1;0;0;5;0;0;6;1;0;5;2;0;6;3;0
7;CAMPINAS;17;CAMPINAS;35071;BRAGANÇA;353240 Nazaré Paulista;7;1;0;28;4;1;36;5;1;70;31;0;464;335;1;42;30;0;5;0;0;3;0;0;5;0;0;3;0;0;2;0;0;6;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353250 Neves Paulista;79;2;0;255;11;1;284;9;0;140;19;0;45;30;0;43;32;0;32;29;0;27;18;0;58;27;0;58;33;0;110;76;1;207;109;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;353260 Nhandeara;4;1;0;27;4;0;27;7;1;28;4;0;33;17;0;17;5;0;6;2;0;12;2;0;12;1;1;5;1;0;6;2;0;53;28;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353270 Nipoã;3;1;0;10;1;0;2;0;0;10;2;0;6;2;0;3;1;0;2;0;0;3;1;0;4;2;0;2;0;0;5;0;0;5;1;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353280 Nova Aliança;22;1;0;31;2;0;58;7;0;93;19;2;74;32;1;45;26;0;36;16;0;23;8;0;36;16;0;47;24;0;118;76;3;263;122;0
16;SOROCABA;32;ITAPEVA;35162;ITAPEVA;353282 Nova Campina;3;0;0;3;2;0;23;16;1;28;20;0;73;62;5;21;20;1;5;3;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35152;SANTA FÉ DO SUL;353284 Nova Canaã Paulista;2;0;0;7;1;1;5;0;0;21;1;2;15;5;0;5;2;0;3;1;0;3;1;0;3;0;0;4;0;0;6;0;0;37;16;2
2;ARAÇATUBA;11;ARACATUBA;35021;CENTRAL DO DRS II;353286 Nova Castilho;0;0;0;0;0;0;1;1;0;3;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;1
3;ARARAQUARA;12;ARARAQUARA;35033;NOROESTE DRS III;353290 Nova Europa;9;1;0;43;14;0;65;20;1;46;9;3;13;1;0;11;2;1;4;3;0;0;0;0;1;0;0;3;1;0;1;0;0;3;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353300 Nova Granada;82;4;0;77;10;0;84;8;0;73;15;1;42;20;0;40;12;0;19;5;0;11;0;0;24;4;0;27;1;0;21;2;0;47;26;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353310 Nova Guataporanga;2;0;0;14;8;0;12;5;0;8;2;0;10;2;1;1;0;0;1;1;0;3;0;0;5;1;0;8;2;0;3;2;0;1;0;0
2;ARAÇATUBA;11;ARACATUBA;35022;LAGOS DO DRS II;353320 Nova Independência;20;2;2;34;5;0;32;8;0;41;4;0;39;6;1;25;5;0;7;0;0;19;3;0;8;2;0;6;0;0;6;0;0;7;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353325 Novais;9;2;0;27;7;0;51;11;1;80;23;0;48;13;0;11;1;0;4;1;0;8;2;0;2;0;0;6;1;0;8;2;0;5;1;0
2;ARAÇATUBA;11;ARACATUBA;35021;CENTRAL DO DRS II;353330 Nova Luzitânia;1;0;0;6;0;0;6;1;0;5;0;0;10;1;1;9;2;0;7;6;0;16;8;1;10;5;0;7;2;0;13;11;0;59;57;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;353340 Nova Odessa;93;34;7;461;284;18;1367;1102;44;1642;1398;6;908;702;4;327;220;0;67;34;0;44;15;0;64;26;0;54;13;0;32;13;1;23;5;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353350 Novo Horizonte;127;18;0;368;56;2;494;179;0;1039;506;3;1726;975;1;747;362;0;274;137;1;133;44;0;149;34;1;153;25;1;219;66;2;445;167;4
8;FRANCA;18;FRANCA;35082;ALTA ANHANGUERA;353360 Nuporanga;27;18;0;70;35;0;92;53;1;126;66;0;141;83;2;72;29;2;31;18;1;30;14;0;9;5;0;35;12;0;40;15;1;35;14;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;353370 Ocauçu;31;13;0;51;9;0;69;16;2;51;15;2;67;31;1;33;14;0;21;5;1;8;1;0;1;0;0;8;2;0;50;7;0;17;1;0
9;MARÍLIA;13;ASSIS;35094;OURINHOS;353380 Óleo;2;0;1;7;4;0;52;47;0;174;141;0;103;81;2;20;17;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;14;BARRETOS;35051;NORTE-BARRETOS;353390 Olímpia;652;348;1;1263;540;0;1918;926;5;2017;994;5;1767;611;1;682;106;1;225;41;0;106;15;0;162;8;0;122;3;0;145;8;1;173;13;4
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353400 Onda Verde;42;13;0;98;42;0;73;20;0;116;21;0;126;81;0;44;36;0;57;42;2;21;15;0;3;0;0;8;1;0;10;4;0;9;2;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;353410 Oriente;14;6;0;95;29;3;80;40;3;47;24;1;58;42;0;6;5;0;2;1;0;1;0;0;3;2;0;1;1;0;1;0;0;7;4;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353420 Orindiúva;38;3;0;65;11;0;61;15;1;81;13;0;54;25;0;32;19;0;10;4;0;7;4;0;8;0;0;16;4;0;18;3;0;29;10;0
8;FRANCA;18;FRANCA;35082;ALTA ANHANGUERA;353430 Orlândia;81;11;0;179;19;0;174;39;0;177;80;2;184;112;0;143;72;0;56;20;0;21;9;0;5;2;0;2;0;0;42;4;1;39;8;1
1;GRANDE SÃO PAULO;10;OSASCO;35014;ROTA DOS BANDEIRANTES;353440 Osasco;745;474;3;3155;2204;12;7194;5733;17;7773;6658;17;6754;5869;17;1572;1124;0;403;266;0;235;144;0;153;83;1;135;91;1;142;96;0;166;113;0
9;MARÍLIA;19;MARILIA;35093;MARÍLIA;353450 Oscar Bressane;8;4;0;22;9;0;26;8;0;15;10;0;22;12;0;11;5;0;13;10;0;6;4;0;1;1;0;3;1;0;0;0;0;2;1;0
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;353460 Osvaldo Cruz;27;15;0;146;69;0;172;117;0;145;79;0;77;40;0;59;32;0;24;14;0;12;7;0;14;6;0;24;12;0;30;11;0;32;18;1
9;MARÍLIA;13;ASSIS;35094;OURINHOS;353470 Ourinhos;201;108;2;621;245;4;1287;430;2;1506;1368;2;1519;1469;4;583;561;0;181;105;1;80;29;0;29;17;0;59;30;0;45;30;0;20;4;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35154;FERNANDÓPOLIS;353475 Ouroeste;80;21;0;97;26;0;97;28;0;160;18;0;118;10;1;43;5;0;19;7;0;8;2;0;8;2;0;7;0;0;37;12;1;126;40;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353480 Ouro Verde;11;2;0;27;2;0;35;4;0;1;1;0;3;1;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;0
9;MARÍLIA;19;MARILIA;35091;ADAMANTINA ;353490 Pacaembu;8;2;0;14;12;0;16;12;0;5;5;0;5;4;0;4;2;0;0;0;0;2;1;0;0;0;0;6;3;0;9;6;0;14;8;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353500 Palestina;83;7;0;194;18;0;127;41;0;71;10;0;35;2;1;31;7;0;18;7;0;42;13;0;30;5;0;26;9;0;64;17;0;223;26;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353510 Palmares Paulista;487;379;1;345;246;0;254;220;0;187;155;0;148;110;0;67;38;0;14;6;0;26;8;0;28;4;0;26;5;0;45;10;0;31;9;0
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;353520 Palmeira d'Oeste;15;3;1;61;26;1;56;9;3;106;30;1;156;83;2;135;72;0;82;44;0;70;35;0;31;14;0;41;16;0;59;30;0;238;189;3
9;MARÍLIA;13;ASSIS;35092;ASSIS;353530 Palmital;42;8;0;104;21;2;157;67;0;226;124;0;450;345;1;256;159;0;76;50;0;38;21;0;29;7;0;13;6;0;16;7;0;26;11;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353540 Panorama;27;3;1;89;13;0;80;6;0;79;1;0;38;5;0;22;2;0;13;0;0;9;0;0;25;3;0;16;1;0;15;1;0;13;1;0
9;MARÍLIA;13;ASSIS;35092;ASSIS;353550 Paraguaçu Paulista;89;24;3;331;157;4;712;499;2;1201;864;4;1298;945;7;525;333;3;184;102;1;140;63;0;62;10;0;59;9;0;84;13;0;110;3;0
17;TAUBATÉ;27;SAO JOSE DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353560 Paraibuna;50;10;1;249;51;5;388;183;4;608;315;1;541;293;0;181;72;0;76;25;1;28;8;0;24;1;0;52;0;0;52;3;0;101;15;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35151;CATANDUVA;353570 Paraíso;179;127;0;147;80;0;164;88;0;208;147;0;220;154;0;91;67;0;25;10;0;11;2;1;9;1;0;11;1;0;14;1;0;12;0;0
6;BAURU;16;BOTUCATU;35061;VALE DO JURUMIRIM;353580 Paranapanema;2;0;0;24;1;3;82;21;8;345;149;15;459;211;21;193;59;4;49;15;0;19;3;0;4;0;0;0;0;0;4;0;0;4;0;1
15;SÃO JOSÉ DO RIO PRETO;30;JALES;35153;JALES;353590 Paranapuã;9;4;0;14;3;0;23;8;0;29;4;1;38;25;0;29;20;0;18;9;1;4;4;0;4;2;0;1;1;0;2;0;0;25;14;0
9;MARÍLIA;19;MARILIA;35095;TUPÃ;353600 Parapuã;37;5;0;125;17;0;116;23;0;117;26;0;61;16;0;82;22;0;34;7;0;37;3;1;37;2;1;23;1;0;39;0;0;47;4;0
6;BAURU;16;BOTUCATU;35063;POLO CUESTA;353610 Pardinho;6;2;0;4;1;0;20;9;1;31;24;0;42;36;2;16;15;0;1;1;0;2;2;0;0;0;0;0;0;0;1;1;0;1;1;0
12;REGISTRO;23;REGISTRO;35121;VALE DO RIBEIRA;353620 PariqueraÁAçu;8;2;0;27;12;0;370;142;0;905;286;4;376;354;2;114;109;0;2;1;0;1;1;0;8;0;0;5;1;0;5;2;0;6;0;0
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35157;VOTUPORANGA;353625 Parisi;13;4;2;54;22;0;116;65;0;134;72;0;75;43;0;44;14;0;30;11;0;15;10;0;14;4;0;15;4;0;11;5;0;20;7;0
8;FRANCA;18;FRANCA;35081;TRÊS COLINAS;353630 Patrocínio Paulista;10;1;0;161;102;0;164;58;0;49;14;0;46;20;0;27;5;0;4;0;0;2;0;0;11;3;0;7;4;0;4;0;0;6;1;0
11;PRESIDENTE PRUDENTE;22;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353640 Paulicéia;5;3;0;23;17;0;11;5;0;7;4;0;6;5;0;14;12;0;8;7;0;3;2;0;5;3;0;2;2;0;7;3;0;11;2;0
7;CAMPINAS;17;CAMPINAS;35072;REG METRO CAMPINAS;353650 Paulínia;435;206;21;962;474;37;1368;846;41;1563;1099;47;1437;954;20;636;362;4;183;74;1;104;26;1;119;28;0;90;26;2;74;23;0;77;37;2
6;BAURU;15;BAURU;35062;BAURU;353657 Paulistânia;0;0;0;1;0;0;13;9;2;5;3;0;26;23;0;6;6;0;4;2;0;2;2;0;5;5;0;1;1;0;7;7;0;10;7;1
15;SÃO JOSÉ DO RIO PRETO;29;SAO JOSE DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353660 Paulo de Faria;124;36;0;318;145;2;528;240;1;51;14;0;6;2;1;6;4;0;2;2;0;2;1;0;2;0;0;3;1;0;3;0;0;10;5;0
